title,scored_by,popularity,members,premiered,genre
Tiger Mask Nisei,1568,5810,3206,Spring 1981,"Action, Sports, Drama"
Kenpuu Denki Berserk,153890,210,302027,Fall 1997,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
Boku to Gaku: Ano Natsu no Monogatari,14,12390,129,,"Historical, Drama, Kids"
Gi(a)rlish Number Shura,0,5318,3984,,"Comedy, Parody"
Binetsukko ♭37℃ The Animation,749,6471,2408,Spring 2007,"Harem, Hentai, School"
Gosenzo-sama Banbanzai!,777,5844,3159,,"Sci-Fi, Comedy, Psychological, Drama"
Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2,11,13228,88,,"Comedy, Sports"
Raiyantsuuri no Uta,116,8733,786,,"Drama, Historical"
X OVA,4808,3777,9379,,"Mystery, Supernatural, Drama, Romance, Fantasy"
Pokemon Best Wishes!,22669,1643,44997,Fall 2010,"Action, Adventure, Comedy, Fantasy, Kids"
Fight!!,274,8884,715,,"Action, Fantasy, Supernatural"
Seifuku Shojo The Animation,1080,5782,3256,,Hentai
Kura Sushi,29,13353,84,,Slice of Life
.hack//Liminality,13651,2261,26850,,"Game, Mystery, Sci-Fi"
Mushishi Zoku Shou 2nd Season,48786,727,118257,Fall 2014,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Aoi Yousei,126,9285,565,,Hentai
Boy Meets Harem The Animation,3503,4055,7926,,"Harem, Hentai"
Trick or Alice,70,4465,6212,,Fantasy
Space Fantasia 2001 Nights,666,7211,1700,,"Drama, Sci-Fi, Seinen, Space"
Ryojoku no Rensa,1135,6036,2899,,Hentai
Kagirinaki Rakuen,7,12401,127,,Slice of Life
Daitoshokan no Hitsujikai,28613,1209,67324,Fall 2014,"Harem, Romance, School"
Dog Days Recap,975,5820,3187,,"Action, Adventure, Fantasy, Magic"
Mini Hama: Minimum Hamatora,457,6132,2798,Fall 2015,"Comedy, Mystery, School, Shounen, Super Power"
Norakuro Gochou,330,9220,595,,Adventure
Oscar&#039;s Oasis,31,13079,95,Winter 2011,Comedy
Cardcaptor Sakura Movie 1,40964,1205,67425,,"Comedy, Drama, Fantasy, Magic, Shoujo"
Kakushi Dere,1743,4912,4879,,Hentai
Aldnoah.Zero Extra Archives,3083,3735,9630,,"Action, Sci-Fi, Mecha"
Gotou ni Naritai.,530,7458,1496,,"Slice of Life, School, Drama"
UN-GO: Inga-ron,14566,2229,27577,,"Mystery, Supernatural"
Higurashi no Naku Koro ni Kai Specials,13151,2002,32871,,"Comedy, Parody"
Uchuu Show e Youkoso,5584,3064,15032,,"Adventure, Space, Fantasy"
Ougon no Hou: El Cantare no Rekishikan,146,9692,456,,"Historical, Fantasy"
Senjou no Valkyria,40295,909,94766,Spring 2009,"Action, Military, Romance"
Log Horizon,294573,64,556873,Fall 2013,"Action, Game, Adventure, Magic, Fantasy"
Just Because!,47022,639,131793,Fall 2017,"Slice of Life, Drama, Romance, School"
Shakugan no Shana S Specials,9162,2671,19993,,"Comedy, Parody"
The Choujo,897,6917,1948,,"Comedy, Sci-Fi, Super Power"
Tongari Boushi no Memole,501,7696,1334,Spring 1984,"Fantasy, Magic, Shoujo"
Colorful Ninja Iromaki,90,9088,647,,Fantasy
Kitakaze Kozou no Kantarou,189,10394,314,,"Samurai, Music"
Kuma no Gakkou: Jackie to Katie,15,11239,200,,"Comedy, Kids"
Himitsukessha Taka no Tsume: Christmas Daisakusen,15,13273,86,,"Comedy, Parody, Super Power"
Bannou Bunka Neko-Musume,3074,4247,7113,,"Sci-Fi, Adventure, Comedy, Mecha, Seinen"
Great Mazinger,970,6226,2685,Fall 1974,"Action, Mecha, Sci-Fi, Shounen"
Binetsu: Yakusoku no Toki,99,9741,440,,Hentai
Chou Denji Robo Combattler V,586,7138,1746,Spring 1976,"Adventure, Mecha, Sci-Fi, Shounen"
Nogizaka Haruka no Himitsu: Purezza,29768,1484,52539,Fall 2009,"Comedy, Ecchi, Romance"
Slayers Special,7595,3126,14482,,"Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen"
"Wake Up, Girls! Shichinin no Idol",9870,2846,17530,,"Drama, Music"
Grenadier: Hohoemi no Senshi Specials,1547,4964,4769,,"Ecchi, Parody, Comedy"
Itazura Majo to Nemuranai Machi,797,6807,2050,,"Action, Police, Magic, Fantasy"
Gundam Build Divers Prologue,1745,6002,2980,,"Action, Sci-Fi, Mecha"
Hoshi no Orpheus,122,9656,466,,"Fantasy, Kids"
Detroit Metal City: Birth of the Metal Devil,10348,2782,18360,,"Parody, Comedy, Romance, Music"
Dochamon Junior,23,12213,137,Fall 2015,"Comedy, Kids"
Tabisuru Nuigurumi: Traveling Daru,1849,5874,3109,,"Kids, Slice of Life"
iDOLM@STER Xenoglossia,4639,2855,17418,Spring 2007,"Action, Comedy, Mecha, Sci-Fi"
Strike Witches OVA,9562,2655,20332,,"Action, Military, Sci-Fi, Magic, Ecchi"
Two Car,4048,3104,14722,Fall 2017,Sports
Kanojo wa Dare to demo Sex Suru.,2071,4895,4936,,Hentai
Dragon Ball,286046,99,444597,Winter 1986,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Shingetsutan Tsukihime,51195,800,108116,Fall 2003,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire"
Gunners,44,12216,136,,"Action, Mecha"
Kaze wo Nuke!,68,10579,280,,Sports
Hellsing,220299,125,395276,Fall 2001,"Action, Horror, Supernatural, Vampire, Seinen"
One Piece: Jango no Dance Carnival,14520,2336,25399,,"Comedy, Fantasy, Shounen"
Kidou Keisatsu Patlabor the Movie,9650,2690,19749,,"Military, Police, Drama, Mecha"
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,2381,4794,5249,,"Slice of Life, Comedy, Seinen"
Sabaku no Takara no Shiro,22,12411,127,,Drama
Lesson XX,2690,4720,5424,,"Romance, Shounen Ai"
Kemono Friends 2,0,6560,2305,,"Adventure, Comedy"
Burutabu-chan,18,13533,75,,"Comedy, Fantasy, Magic"
Tokyo Onlypic,15,12802,109,,"Comedy, Parody, Sports"
Cheonnyeon-yeowoo Yeowoobi,4695,3615,10407,,"Sci-Fi, Drama, Fantasy"
Gunparade Orchestra OVA,98,9546,495,,Mecha
Fortune Dogs,98,9351,549,Summer 2002,Adventure
Ginga Tetsudou 999: Diamond Ring no Kanata e,147,8379,946,Fall 1999,"Adventure, Drama, Sci-Fi"
Vanquished Queens,2352,4161,7459,,"Action, Adventure, Ecchi, Fantasy"
Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,144,9425,526,,"Action, Comedy, Sports, Shounen"
Netsuzou TRap,25080,1177,69763,Summer 2017,"Drama, Romance, Shoujo Ai"
Shounen Ashibe 2: Ashibe no Kanashii Yume,13,13116,93,,"Comedy, Slice of Life"
Chou Yuu Sekai: Being the Reality,1139,3874,8875,,"Action, Game, Adventure, Romance, Fantasy"
Saki,27009,1256,64971,Spring 2009,"Game, School, Slice of Life"
Deban Desu Yo! Onigirizu,36,11153,209,Summer 2015,Comedy
Pokemon: Pikachu to Eievui Friends,2319,4804,5214,,"Adventure, Comedy, Fantasy, Kids"
FlashBack,1172,7013,1866,Fall 1999,Music
Obake no Q-tarou (1985),64,10918,231,Spring 1985,"Comedy, Kids, School, Slice of Life, Supernatural"
Capsule Samurai,7,14094,40,,"Comedy, Music, Samurai"
All Alone With You,6283,3567,10720,,"Fantasy, Music"
One: Kagayaku Kisetsu e,897,6331,2564,,"Supernatural, Drama"
Dragon League,275,8688,802,Spring 1993,"Adventure, Fantasy, Sports, Comedy, Shounen"
Uhou Renka,2393,4360,6589,,Hentai
Paizuri Cheerleader vs. Sakunyuu Ouendan!,1058,5949,3016,,Hentai
Coral no Tanken,13,12847,106,Spring 1979,"Adventure, Kids, Music"
Ginsoukikou Ordian,341,7267,1644,Spring 2000,"Mecha, Sci-Fi"
Vandread: Taidou-hen,2306,4600,5781,,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space"
Nana to Kaoru,7795,2984,15898,,"Comedy, Ecchi, Romance, Seinen"
Kussetsu,255,8681,807,,Hentai
Sengoku Kitan Youtouden Movie,1725,5585,3549,,"Action, Martial Arts, Samurai"
Bakumatsu no Spasibo,214,8610,830,,Historical
Psycho-Pass Movie,65321,614,135932,,"Action, Military, Police, Sci-Fi"
.hack//The Movie: Sekai no Mukou ni,5692,3233,13573,,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi"
Nar Doma Manner Movie,8,12644,116,,Comedy
Wakakusa no Yon Shimai,197,9096,644,Spring 1981,"Slice of Life, Historical, Drama"
Toaru Kagaku no Railgun: Motto Marutto Railgun,14624,2105,30113,,Comedy
Oneechan ga Kita Special,9211,3065,15021,,"Comedy, Slice of Life"
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,338,7926,1199,,"Music, Shoujo"
Tachibanakan Triangle,3839,2310,25815,Spring 2018,"Comedy, Ecchi, Shoujo Ai"
World&#039;s End Umbrella,75,12356,132,,Music
3-D Heaven,102,10763,253,,"Music, Kids"
Himesama Gentei!,2192,4699,5512,,Hentai
Happy Weekend,96,11176,204,,"Music, Kids"
Usahana: Yumemiru Ballerina,31,11545,176,,Kids
Virtual Star 2000,21,12186,137,,"Action, Music"
Gokudou-kun Manyuuki,4084,3717,9764,Spring 1999,"Adventure, Comedy, Fantasy, Magic"
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,2983,3823,9151,,"Adventure, Comedy, Demons, Historical, Supernatural"
Eigo de Utatte Asobou,11,13769,62,,"Kids, Music"
Diary,47,13322,85,Summer 2013,Music
High School DxD BorN,191936,189,317697,Spring 2015,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
Hare Tokidoki Buta,16,12808,109,,"Comedy, Kids"
Dareka no Manazashi,22586,1768,40375,,"Drama, Slice of Life"
Hanoka,847,6714,2142,Summer 2006,Sci-Fi
Anne no Nikki,1243,5207,4237,,"Drama, Historical"
Shaman King,120613,343,215353,Summer 2001,"Action, Adventure, Comedy, Supernatural, Drama, Shounen"
Tistou Midori no Oyayubi,75,9728,448,,"Historical, Magic"
Septem Charm Magical Kanan,530,7237,1674,,"Hentai, Magic, Romance, School"
JK Meshi!,2514,3956,8375,Fall 2015,Comedy
Pokonyan!,156,9796,429,Spring 1993,"Comedy, Fantasy, Kids, Magic"
Gegege no Kitarou (1985),196,8385,945,Fall 1985,"Comedy, Supernatural"
Utsunomiko: Heaven Chapter,74,9695,454,,"Adventure, Demons, Fantasy"
Masamune-kun no Revenge OVA,4,3475,11621,,"Harem, Comedy, Romance, School, Shounen"
One Piece: Episode of Alabasta - Prologue,2738,4377,6502,,"Action, Adventure, Fantasy, Shounen"
Nandarou,1000,6924,1942,,Comedy
Kyoto Teramachi Sanjou no Holmes,0,6091,2849,Summer 2018,Mystery
Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,2,1569,48108,,"Psychological, Drama, Thriller, Fantasy"
K: Seven Stories - The Idol K,0,10444,313,,"Comedy, Music, Parody"
Rain Town,8889,3048,15208,,Drama
Papuwa,310,8045,1131,Fall 2003,"Adventure, Comedy"
Nariyuki: Papakatsu Girls!! The Animation,396,7279,1644,,Hentai
Harukanaru Toki no Naka de: Hachiyou Shou OVA,459,7367,1565,,"Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo"
Kimi Shitteru? Shuto Enjou Anime Tokyo Dai Kuushuu,3,14194,34,,"Historical, Drama"
Hentai Ouji to Warawanai Neko.,148188,255,268962,Spring 2013,"Harem, Comedy, Supernatural, Romance, School"
Tonari no Seki-kun OVA,16359,2281,26404,,"Comedy, School, Seinen"
Moero Arthur: Hakuba no Ouji,111,9976,390,Spring 1980,"Adventure, Romance, Historical, Drama"
Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,10,13253,87,,Slice of Life
Majokko Tickle,155,9116,635,Spring 1978,"Magic, Comedy, Shoujo"
Tako ni Natta Okaasan,17,11099,215,,"Historical, Drama"
Innocent: Shoujo Memoria,752,6905,1956,,Hentai
Gakuen Babysitters,20271,1493,52214,Winter 2018,"Comedy, School, Shoujo, Slice of Life"
Refrain,90,11773,163,,Music
Hyper ERT,16,12869,104,,Kids
Seisenshi Dunbine Memorial,41,10439,307,,"Sci-Fi, Adventure, Mecha"
Seikoujo: Haitoku no Biden Dorei,971,6433,2451,,Hentai
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,11995,2421,23935,,Comedy
Sakura Taisen,4680,3276,13234,Spring 2000,"Adventure, Mecha, Sci-Fi, Shounen"
gdMen,436,7143,1749,Winter 2018,"Comedy, Fantasy"
Ijime: Ikenie no Kyoushitsu,622,8131,1084,,"Drama, Shoujo"
Mekakucity Days,1202,5375,3887,,"Music, Psychological, Sci-Fi"
Porong Porong Pororo 6,9,13971,49,Spring 2016,Kids
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,1513,5211,4227,Fall 2012,"Fantasy, Hentai, Supernatural, Demons"
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,97,9927,403,,"Action, Parody, Military, Sci-Fi"
Monster High: Kowa-ike Girls,112,9992,387,,"Kids, Shoujo, Supernatural"
Mobile Suit Gundam: Iron-Blooded Orphans,48103,869,100279,Fall 2015,"Action, Drama, Mecha, Sci-Fi, Space"
Futatsu no Kurumi,259,8983,681,,Drama
Qin Shi Ming Yue: Zhu Zi Bai Jia,137,9064,654,,"Action, Historical, Martial Arts, Fantasy"
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,8505,2948,16382,,"Action, Comedy"
Uta no☆Prince-sama♪ Maji Love Revolutions,13994,1889,36426,Spring 2015,"Comedy, Harem, Music, Romance, School, Shoujo"
Mangchi,295,9134,627,,"Adventure, Comedy, Fantasy"
Ikezu,105,11535,178,,"Music, Comedy"
Ari-chan,173,10203,342,,"Music, Comedy"
Nekoronde ID,14,13716,65,,Comedy
Queen Emeraldas,1604,5179,4297,,"Action, Sci-Fi, Adventure, Space"
Andes Shounen Pepero no Bouken,191,9293,561,Fall 1975,Adventure
Mahou Shoujo Lyrical Nanoha,31524,1127,73400,Fall 2004,"Action, Comedy, Drama, Magic, Super Power"
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,5352,3657,10178,,"Adventure, Fantasy"
Majutsushi Orphen: Revenge,4551,3585,10599,Fall 1999,"Adventure, Comedy, Fantasy, Magic, Shounen"
Hikoichi Tonchi Banashi,7,14095,40,,Historical
Norasco,9,12225,136,,"Slice of Life, Comedy"
Blood-C: The Last Dark,25751,1527,50375,,"Action, Horror, Supernatural, Vampire"
Ikoku Meiro no Croisée The Animation,18476,1659,44459,Summer 2011,"Slice of Life, Historical, Seinen"
Oz no Mahoutsukai no Koutsuu Anzen no Tabi,5,13746,64,,"Kids, Drama, Fantasy"
Hadashi no Gen 2,2840,4448,6286,,"Drama, Historical, Shounen"
Kyoushoku Soukou Guyver (2005),6526,3101,14735,Summer 2005,"Adventure, Sci-Fi, Shounen"
Kaibutsu-kun (1980),151,9892,407,Fall 1980,"Comedy, Horror, Kids"
Sekai Seifuku: Bouryaku no Zvezda,37437,931,91844,Winter 2014,"Action, Comedy, Fantasy"
Ikkitousen: Dragon Destiny,27522,1450,54550,Winter 2007,"Action, Super Power, Ecchi, Martial Arts, School"
Saber Marionette J,9880,2610,20979,Fall 1996,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen"
Starry☆Sky,12293,1732,41692,,"Harem, School, Shoujo"
Aria The Avvenire,4901,3211,13843,,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Berserk Recap,2457,4581,5864,,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
Tragic Silence: Shoujo Yugi,300,8576,851,,Hentai
Doraemon Movie 26: Nobita no Kyouryuu 2006,2157,5665,3424,,"Adventure, Comedy, Kids"
Trinity Seven Movie: Eternity Library to Alchemic Girl,28027,1273,64088,,"Action, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School, Shounen"
Onigakure Yama no Soba no Hana,44,12372,129,,"Kids, Demons, Historical"
Biju Tune!,11,14117,39,,Music
Princess Lover!: Magical Knight Maria-chan,2748,4282,6912,,"Magic, Parody"
Shibai Taroka,31,10817,247,,"Action, Comedy, Romance, School, Shounen"
Makkuramori no Uta,78,11834,158,,Music
Little Twins,16,12775,110,,"Adventure, Kids"
Robot Girls Z Episode 0,771,6946,1928,,"Comedy, Mecha, Parody"
Harukoi Otome,1617,5040,4598,,"Harem, Hentai"
Audition,16,11939,150,,Music
Kuroshitsuji Movie: Book of the Atlantic,18459,1327,61295,,"Action, Comedy, Historical, Demons, Supernatural, Fantasy"
Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,22,12550,121,,"Kids, Fantasy, Comedy"
Dies Irae: Reimei,9583,3036,15331,,"Action, Super Power, Magic"
Rozen Maiden: Träumend,47139,1028,81387,Fall 2005,"Action, Comedy, Drama, Magic, Seinen"
Koko ni Iru,231,9461,518,,Slice of Life
McDull: Xiang Dang Dang,34,12101,141,,Comedy
Mirai e no Kakehashi: Bridge for Future,55,9910,406,,Slice of Life
Freedom,5915,2949,16393,,"Action, Sci-Fi, Adventure, Space"
Kounai Shasei,460,7403,1537,,"Comedy, Hentai, Magic"
Kisaku,677,6881,1975,,Hentai
Shin Saru Kani Gassen (1939),49,11856,158,,Kids
Kowaremono,541,7008,1873,,Hentai
Gohan Suki,6,13728,65,,Slice of Life
Saki Zenkoku-hen,10486,2477,22983,Winter 2014,"Game, School, Slice of Life"
The SoulTaker: Tamashii-gari - Komugi Daisakusen,462,7589,1412,,Comedy
Wanna. SpartanSex Spermax!!!,1772,5007,4688,Summer 2007,Hentai
Fussa Shi PR Anime,43,10564,283,,Slice of Life
Jagainu-kun,479,8047,1125,Spring 2004,"Adventure, Fantasy, Kids, Shoujo, Slice of Life"
Gugure! Kokkuri-san Specials,1844,3931,8478,,"Comedy, Supernatural, Romance, Shounen"
Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,637,7212,1694,Summer 2007,Hentai
NieA Under 7,6637,2597,21127,Spring 2000,"Comedy, Sci-Fi, Slice of Life"
Swimming,80,11417,186,,Dementia
"Sagashita no wa Oheya, Mitsuketa no wa Mirai",72,10543,287,,"Romance, Slice of Life"
Otokonoko ♂ Delivery,755,6006,2943,,"Hentai, Yaoi"
Soukou Kihei Votoms: Gen-ei Hen,736,7145,1746,,"Action, Drama, Mecha, Military, Sci-Fi"
Uniminipet,11,12987,100,Summer 2001,"Adventure, Fantasy"
No Littering,2035,6135,2799,,"Comedy, Horror"
Ten Count,0,7220,1703,,"Drama, Romance, Yaoi"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,1811,4327,6730,,"Comedy, Romance, School"
Sora no Otoshimono Final: Eternal My Master,25815,1318,61479,,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural"
Aishen Qiaokeli-ing... 2nd Season,1731,4087,7804,,"Harem, Comedy, Romance, School"
Overlord: Ple Ple Pleiades,21380,1781,39944,,"Action, Comedy, Magic, Fantasy"
Kikansha Yaemon: D51 no Daibouken,36,11752,161,,"Fantasy, Kids"
Sougen no Ko Tenguri,270,9274,574,,"Adventure, Historical, Kids, Drama"
Nippon Tanjou,9,12603,118,Summer 1970,Historical
Wala! Pyeon-uijeom The Animation,16,11860,156,Fall 2009,Slice of Life
Getsuyoubi no Tawawa,15546,1799,39321,,"Slice of Life, Ecchi"
Zettai Zetsumei Dangerous Jiisan,18,12481,124,Fall 2003,"Comedy, Kids"
Mushishi Zoku Shou,60600,569,145925,Spring 2014,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen"
Felix no Meitantei,47,12725,113,,Mystery
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,14743,2254,26986,,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
Tripod Baby,36,13823,61,,"Music, Space"
Kafun Shoujo Chuuihou! The Animation,3258,3892,8731,,Hentai
Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,2353,4279,6925,,Comedy
Tenshi no Tamago,20757,1478,52892,,"Fantasy, Dementia, Drama"
Chiisana Kinomi (1995),65,12336,131,,"Music, Kids"
Biohazard: Damnation,9074,3102,14732,,"Action, Sci-Fi, Horror"
Ippon Bouchou Mantarou,25,11782,158,,"Action, Seinen"
Shigurui,21579,1229,66096,Summer 2007,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen"
Hinadori no Saezuri,230,8658,815,,Hentai
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,1118,6282,2614,,"Action, Comedy, Fantasy, Magic, Shoujo"
Tanaka-kun wa Kyou mo Kedaruge,6984,2909,16867,,"Comedy, School"
"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",5580,3265,13292,,"Adventure, Demons, Fantasy, Romance"
One Piece Film: Z,71496,784,110091,,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
Otaku no Video,8268,2803,18074,,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi"
Motto To LOVE-Ru,106510,444,178793,Fall 2010,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen"
Larva 2nd Season,110,10949,229,Winter 2013,Comedy
Suiren no Hito,22,11690,165,,Drama
Sukitte Ii na yo.: Mei and Marshmallow,10242,2383,24604,,"Romance, School, Shoujo"
Ys IV: The Dawn of Ys,112,10022,381,,"Action, Adventure, Fantasy, Game"
Hello!! Kiniro Mosaic,21390,1618,45943,Spring 2015,"Slice of Life, Comedy, School, Seinen"
Nebula feat. Hatsune Miku,805,7728,1309,,Music
Tobira wo Akete,391,8012,1148,,"Action, Adventure, Fantasy, Sci-Fi"
Girl Electric,85,11908,153,,Music
Juusenki L-Gaim III: Full Metal Soldier,177,9076,648,,"Action, Mecha, Sci-Fi, Shounen"
Night Wizard,12225,2113,29904,Fall 2007,"Adventure, Fantasy, Magic, Shounen"
Dolittle-sensei Monogatari,11,12911,103,Winter 1998,"Kids, Adventure"
Nee Summer!,5166,3416,11917,,Hentai
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,5811,3483,11361,,"Comedy, Romance, Ecchi"
Wei Qi Shao Nian 2,17,11961,150,,"Game, Historical"
Shingeki! Kyojin Chuugakkou,38745,1037,80521,Fall 2015,"Comedy, Parody, School, Shounen"
◯,567,8371,955,,"Dementia, Music"
Detective Conan Movie 10: Requiem of the Detectives,17162,2161,28891,,"Adventure, Comedy, Mystery, Police, Shounen"
Tokyo Juushouden: Fuuma Gogyou Denshou,108,10212,344,,"Action, Adventure, Supernatural, Shounen"
Itsumo Kokoro ni Ho,101,11321,194,,"Music, Slice of Life"
Akikan!: Kan Ippatsu!? Onsen Panic,11023,2667,20067,,"Ecchi, Comedy"
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,125,9604,478,,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space"
Tsuideni Tonchinkan,39,10484,296,Fall 1987,Comedy
Ijime Juuyon-sai no Message,4,13754,63,Fall 2014,Drama
Cutey Honey F,1079,4868,4999,Winter 1997,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo"
Scary,25,14002,48,,"Music, Sci-Fi"
Sore Ike! Anpanman: Inochi no Hoshi no Dolly,26,12130,140,,"Fantasy, Kids, Magic"
Hina Logi: From Luck & Logic,4525,2923,16670,Summer 2017,"Action, Comedy, Fantasy, School"
Imouto Paradise!,4293,3624,10367,,Hentai
Xiong Chumo Zhi: Chunri Dui Dui Peng,15,13258,87,Fall 2014,"Adventure, Comedy, Kids"
Sayonara Space Shuttle,90,11839,159,,"Music, Space"
High School DxD Hero: Taiikukan-ura no Holy,10815,2441,23710,,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
Mobile Suit Gundam: The Origin,5544,2189,28224,,"Action, Military, Sci-Fi, Space, Mecha, Shounen"
Chikan Densha,1202,6205,2711,,Hentai
Boyfriend,38,10268,334,,"Sports, Romance, Shoujo"
Shinano Mainichi Shinbun,846,7149,1748,,Slice of Life
Senbon Matsubara,24,12041,145,Winter 2013,"Historical, Drama"
Shion,1031,6058,2878,,"Action, Fantasy, Hentai, Supernatural"
Shuudan Chikan Densha,477,7683,1343,,Hentai
Kaleido Star,22821,1499,51894,Spring 2003,"Comedy, Sports, Drama, Fantasy, Shoujo"
Tsuru ni Notte: Tomoko no Bouken,145,9820,423,,Drama
